"","ID","air_genre_name","air_area_name","latitude","longitude"
"29","restaurant_ 29","Italian/French","Tokyo-to Setagaya-ku Setagaya",35.6465721,139.6532473
"30","restaurant_ 30","Italian/French","Tokyo-to Setagaya-ku Setagaya",35.6465721,139.6532473
"31","restaurant_ 31","Italian/French","Osaka-fu Osaka-shi Ogimachi",34.7053617,135.5100252
"32","restaurant_ 32","Italian/French","Osaka-fu Osaka-shi Ogimachi",34.7053617,135.5100252
"33","restaurant_ 33","Italian/French","Tokyo-to Shibuya-ku Shibuya",35.6617773,139.7040506
"34","restaurant_ 34","Italian/French","Tokyo-to Shibuya-ku Shibuya",35.6617773,139.7040506
"35","restaurant_ 35","Italian/French","Tokyo-to Shibuya-ku Shibuya",35.6617773,139.7040506
"36","restaurant_ 36","Italian/French","Tokyo-to Shibuya-ku Shibuya",35.6617773,139.7040506
"37","restaurant_ 37","Italian/French","Tokyo-to Shibuya-ku Shibuya",35.6617773,139.7040506
"38","restaurant_ 38","Italian/French","Tokyo-to Shibuya-ku Shibuya",35.6617773,139.7040506
"39","restaurant_ 39","Italian/French","Tokyo-to Shibuya-ku Shibuya",35.6617773,139.7040506
"40","restaurant_ 40","Italian/French","Tokyo-to Shibuya-ku Shibuya",35.6617773,139.7040506
"41","restaurant_ 41","Italian/French","Tokyo-to Shibuya-ku Shibuya",35.6617773,139.7040506
"42","restaurant_ 42","Italian/French","Tokyo-to Suginami-ku Asagayaminami",35.6995657,139.6364379
"43","restaurant_ 43","Italian/French","Tokyo-to Suginami-ku Asagayaminami",35.6995657,139.6364379
"44","restaurant_ 44","Italian/French","Hiroshima-ken Hiroshima-shi Kokutaijimachi",34.3862445,132.4550176
"45","restaurant_ 45","Italian/French","Hiroshima-ken Hiroshima-shi Kokutaijimachi",34.3862445,132.4550176
"46","restaurant_ 46","Italian/French","Tokyo-to Chuo-ku Ginza",35.6721142,139.7708253
"47","restaurant_ 47","Italian/French","Tokyo-to Chuo-ku Ginza",35.6721142,139.7708253
"48","restaurant_ 48","Italian/French","Tokyo-to Chuo-ku Ginza",35.6721142,139.7708253
"49","restaurant_ 49","Italian/French","Tokyo-to Chuo-ku Ginza",35.6721142,139.7708253
"50","restaurant_ 50","Italian/French","Tokyo-to Shinjuku-ku Kabukicho",35.6938401,139.7035494
"51","restaurant_ 51","Italian/French","Tokyo-to Shinjuku-ku Kabukicho",35.6938401,139.7035494
"52","restaurant_ 52","Italian/French","Tokyo-to Shinjuku-ku Kabukicho",35.6938401,139.7035494
"53","restaurant_ 53","Italian/French","Tokyo-to Shinjuku-ku Kabukicho",35.6938401,139.7035494
"54","restaurant_ 54","Italian/French","Tokyo-to Shinjuku-ku Kabukicho",35.6938401,139.7035494
"55","restaurant_ 55","Italian/French","Tokyo-to Shinjuku-ku Kabukicho",35.6938401,139.7035494
"56","restaurant_ 56","Italian/French","Tokyo-to Meguro-ku Kamimeguro",35.6414629,139.6981712
"57","restaurant_ 57","Italian/French","Tokyo-to Meguro-ku Kamimeguro",35.6414629,139.6981712
"58","restaurant_ 58","Italian/French","Tokyo-to Meguro-ku Kamimeguro",35.6414629,139.6981712
"59","restaurant_ 59","Italian/French","Tokyo-to Meguro-ku Kamimeguro",35.6414629,139.6981712
"60","restaurant_ 60","Italian/French","Osaka-fu Suita-shi Izumicho",34.7594526,135.51686
"61","restaurant_ 61","Italian/French","Osaka-fu Suita-shi Izumicho",34.7594526,135.51686
"62","restaurant_ 62","Italian/French","Tokyo-to Tachikawa-shi Izumicho",35.7140142,139.4078431
"63","restaurant_ 63","Italian/French","Tokyo-to Tachikawa-shi Izumicho",35.7140142,139.4078431
"64","restaurant_ 64","Italian/French","Tokyo-to Tachikawa-shi Izumicho",35.7140142,139.4078431
"65","restaurant_ 65","Italian/French","Fukuoka-ken Fukuoka-shi Hakata Ekimae",33.5913576,130.4148783
"66","restaurant_ 66","Italian/French","Fukuoka-ken Fukuoka-shi Hakata Ekimae",33.5913576,130.4148783
"67","restaurant_ 67","Italian/French","Shizuoka-ken Hamamatsu-shi Motoshirocho",34.7108955,137.7259397
"68","restaurant_ 68","Italian/French","Shizuoka-ken Hamamatsu-shi Motoshirocho",34.7108955,137.7259397
"69","restaurant_ 69","Italian/French","Hokkaido Sapporo-shi Minami 3 Jonishi",43.0554601,141.3409556
"70","restaurant_ 70","Italian/French","Hokkaido Sapporo-shi Minami 3 Jonishi",43.0554601,141.3409556
"71","restaurant_ 71","Italian/French","Tokyo-to Minato-ku Akasaka",35.6749184,139.736775
"72","restaurant_ 72","Italian/French","Tokyo-to Minato-ku Akasaka",35.6749184,139.736775
"73","restaurant_ 73","Italian/French","Tokyo-to Chuo-ku Tsukiji",35.6706505,139.7718614
"74","restaurant_ 74","Italian/French","Tokyo-to Chuo-ku Tsukiji",35.6706505,139.7718614
"75","restaurant_ 75","Italian/French","Tokyo-to Chuo-ku Tsukiji",35.6706505,139.7718614
"76","restaurant_ 76","Italian/French","Tokyo-to Chuo-ku Tsukiji",35.6706505,139.7718614
"77","restaurant_ 77","Italian/French","Tokyo-to Chuo-ku Tsukiji",35.6706505,139.7718614
"78","restaurant_ 78","Italian/French","Tokyo-to Chuo-ku Tsukiji",35.6706505,139.7718614
"79","restaurant_ 79","Italian/French","Tokyo-to Chuo-ku Tsukiji",35.6706505,139.7718614
"80","restaurant_ 80","Italian/French","Tokyo-to Chuo-ku Tsukiji",35.6706505,139.7718614
"81","restaurant_ 81","Italian/French","Tokyo-to Chuo-ku Tsukiji",35.6706505,139.7718614
"82","restaurant_ 82","Italian/French","Tokyo-to Chuo-ku Tsukiji",35.6706505,139.7718614
"83","restaurant_ 83","Italian/French","Hyogo-ken Kakogawa-shi Kakogawacho Kitazaike",34.7569503,134.8411775
"84","restaurant_ 84","Italian/French","Hyogo-ken Kakogawa-shi Kakogawacho Kitazaike",34.7569503,134.8411775
"85","restaurant_ 85","Italian/French","Tokyo-to Chiyoda-ku Kudanminami",35.6940027,139.7535951
"86","restaurant_ 86","Italian/French","Tokyo-to Chiyoda-ku Kudanminami",35.6940027,139.7535951
"87","restaurant_ 87","Italian/French","Tokyo-to Chiyoda-ku Kudanminami",35.6940027,139.7535951
"88","restaurant_ 88","Italian/French","Tokyo-to Chiyoda-ku Kudanminami",35.6940027,139.7535951
"89","restaurant_ 89","Italian/French","Osaka-fu Osaka-shi Kyutaromachi",34.6812614,135.5098009
"90","restaurant_ 90","Italian/French","Osaka-fu Osaka-shi Kyutaromachi",34.6812614,135.5098009
"91","restaurant_ 91","Italian/French","Osaka-fu Osaka-shi Kyutaromachi",34.6812614,135.5098009
"92","restaurant_ 92","Italian/French","Osaka-fu Osaka-shi Kyutaromachi",34.6812614,135.5098009
"93","restaurant_ 93","Italian/French","Osaka-fu Osaka-shi Kyutaromachi",34.6812614,135.5098009
"94","restaurant_ 94","Italian/French","Osaka-fu Osaka-shi Kyutaromachi",34.6812614,135.5098009
"95","restaurant_ 95","Italian/French","Osaka-fu Osaka-shi Kyutaromachi",34.6812614,135.5098009
"96","restaurant_ 96","Italian/French","Tokyo-to Ota-ku Kamiikedai",35.602201,139.6976891
"97","restaurant_ 97","Italian/French","Tokyo-to Ota-ku Kamiikedai",35.602201,139.6976891
"98","restaurant_ 98","Italian/French","Hyogo-ken Nishinomiya-shi Rokutanjicho",34.7375965,135.3415643
"99","restaurant_ 99","Italian/French","Hyogo-ken Nishinomiya-shi Rokutanjicho",34.7375965,135.3415643
"100","restaurant_ 100","Italian/French","Hyogo-ken Nishinomiya-shi Rokutanjicho",34.7375965,135.3415643
"101","restaurant_ 101","Italian/French","Tokyo-to Meguro-ku Takaban",35.629564,139.6849922
"102","restaurant_ 102","Italian/French","Tokyo-to Meguro-ku Takaban",35.629564,139.6849922
"103","restaurant_ 103","Dining bar","Hyogo-ken Kobe-shi Kumoidori",34.6951242,135.1978525
"104","restaurant_ 104","Dining bar","Hyogo-ken Kobe-shi Kumoidori",34.6951242,135.1978525
"105","restaurant_ 105","Dining bar","Hyogo-ken Kobe-shi Kumoidori",34.6951242,135.1978525
"106","restaurant_ 106","Dining bar","Hyogo-ken Kobe-shi Kumoidori",34.6951242,135.1978525
"107","restaurant_ 107","Dining bar","Tokyo-to Minato-ku Shibakoen",35.6580681,139.7515992
"108","restaurant_ 108","Dining bar","Tokyo-to Minato-ku Shibakoen",35.6580681,139.7515992
"109","restaurant_ 109","Dining bar","Tokyo-to Minato-ku Shibakoen",35.6580681,139.7515992
"110","restaurant_ 110","Dining bar","Tokyo-to Minato-ku Shibakoen",35.6580681,139.7515992
"111","restaurant_ 111","Dining bar","Tokyo-to Minato-ku Shibakoen",35.6580681,139.7515992
"112","restaurant_ 112","Dining bar","Tokyo-to Minato-ku Shibakoen",35.6580681,139.7515992
"113","restaurant_ 113","Dining bar","Tokyo-to Minato-ku Shibakoen",35.6580681,139.7515992
"114","restaurant_ 114","Dining bar","Tokyo-to Minato-ku Shibakoen",35.6580681,139.7515992
"115","restaurant_ 115","Dining bar","Fukuoka-ken Fukuoka-shi Daimyo",33.5892157,130.3928134
"116","restaurant_ 116","Dining bar","Fukuoka-ken Fukuoka-shi Daimyo",33.5892157,130.3928134
"117","restaurant_ 117","Dining bar","Fukuoka-ken Fukuoka-shi Daimyo",33.5892157,130.3928134
"118","restaurant_ 118","Dining bar","Fukuoka-ken Fukuoka-shi Daimyo",33.5892157,130.3928134
"119","restaurant_ 119","Dining bar","Fukuoka-ken Fukuoka-shi Daimyo",33.5892157,130.3928134
"120","restaurant_ 120","Dining bar","Tokyo-to Setagaya-ku Setagaya",35.6465721,139.6532473
"121","restaurant_ 121","Dining bar","Tokyo-to Setagaya-ku Setagaya",35.6465721,139.6532473
"122","restaurant_ 122","Dining bar","Tokyo-to Setagaya-ku Setagaya",35.6465721,139.6532473
"123","restaurant_ 123","Dining bar","Tokyo-to Setagaya-ku Setagaya",35.6465721,139.6532473
"124","restaurant_ 124","Dining bar","Hokkaido Asahikawa-shi 6 Jodori",43.7706355,142.364819
"125","restaurant_ 125","Dining bar","Hokkaido Asahikawa-shi 6 Jodori",43.7706355,142.364819
"126","restaurant_ 126","Dining bar","Hokkaido Asahikawa-shi 6 Jodori",43.7706355,142.364819
"127","restaurant_ 127","Dining bar","Tokyo-to Adachi-ku Chuohoncho",35.7756644,139.8044788
"128","restaurant_ 128","Dining bar","Tokyo-to Adachi-ku Chuohoncho",35.7756644,139.8044788
"129","restaurant_ 129","Dining bar","Osaka-fu Osaka-shi Ogimachi",34.7053617,135.5100252
"130","restaurant_ 130","Dining bar","Osaka-fu Osaka-shi Ogimachi",34.7053617,135.5100252
"131","restaurant_ 131","Dining bar","Osaka-fu Osaka-shi Ogimachi",34.7053617,135.5100252
"132","restaurant_ 132","Dining bar","Osaka-fu Osaka-shi Ogimachi",34.7053617,135.5100252
"133","restaurant_ 133","Dining bar","Osaka-fu Osaka-shi Ogimachi",34.7053617,135.5100252
"134","restaurant_ 134","Dining bar","Osaka-fu Osaka-shi Ogimachi",34.7053617,135.5100252
"135","restaurant_ 135","Dining bar","Osaka-fu Osaka-shi Ogimachi",34.7053617,135.5100252
"136","restaurant_ 136","Dining bar","Tokyo-to Shibuya-ku Shibuya",35.6617773,139.7040506
"137","restaurant_ 137","Dining bar","Tokyo-to Shibuya-ku Shibuya",35.6617773,139.7040506
"138","restaurant_ 138","Dining bar","Tokyo-to Shibuya-ku Shibuya",35.6617773,139.7040506
"139","restaurant_ 139","Dining bar","Tokyo-to Shibuya-ku Shibuya",35.6617773,139.7040506
"140","restaurant_ 140","Dining bar","Tokyo-to Shibuya-ku Shibuya",35.6617773,139.7040506
"141","restaurant_ 141","Dining bar","Tokyo-to Shibuya-ku Shibuya",35.6617773,139.7040506
"142","restaurant_ 142","Dining bar","Tokyo-to Shibuya-ku Shibuya",35.6617773,139.7040506
"143","restaurant_ 143","Dining bar","Tokyo-to Shibuya-ku Shibuya",35.6617773,139.7040506
"144","restaurant_ 144","Dining bar","Tokyo-to Shibuya-ku Shibuya",35.6617773,139.7040506
"145","restaurant_ 145","Dining bar","Tokyo-to Suginami-ku Asagayaminami",35.6995657,139.6364379
"146","restaurant_ 146","Dining bar","Tokyo-to Suginami-ku Asagayaminami",35.6995657,139.6364379
"147","restaurant_ 147","Dining bar","Hiroshima-ken Hiroshima-shi Kokutaijimachi",34.3862445,132.4550176
"148","restaurant_ 148","Dining bar","Hiroshima-ken Hiroshima-shi Kokutaijimachi",34.3862445,132.4550176
"149","restaurant_ 149","Dining bar","Tokyo-to Shinjuku-ku Kabukicho",35.6938401,139.7035494
"150","restaurant_ 150","Dining bar","Tokyo-to Shinjuku-ku Kabukicho",35.6938401,139.7035494
"151","restaurant_ 151","Dining bar","Tokyo-to Shinjuku-ku Kabukicho",35.6938401,139.7035494
"152","restaurant_ 152","Dining bar","Tokyo-to Shinjuku-ku Kabukicho",35.6938401,139.7035494
"153","restaurant_ 153","Dining bar","Tokyo-to Shinjuku-ku Kabukicho",35.6938401,139.7035494
"154","restaurant_ 154","Dining bar","Tokyo-to Shinjuku-ku Kabukicho",35.6938401,139.7035494
"155","restaurant_ 155","Dining bar","Tokyo-to Shinjuku-ku Kabukicho",35.6938401,139.7035494
"156","restaurant_ 156","Dining bar","Tokyo-to Shinjuku-ku Kabukicho",35.6938401,139.7035494
"157","restaurant_ 157","Dining bar","Tokyo-to Shinjuku-ku Kabukicho",35.6938401,139.7035494
"158","restaurant_ 158","Dining bar","Tokyo-to Meguro-ku Kamimeguro",35.6414629,139.6981712
"159","restaurant_ 159","Dining bar","Tokyo-to Meguro-ku Kamimeguro",35.6414629,139.6981712
"160","restaurant_ 160","Dining bar","Tokyo-to Meguro-ku Kamimeguro",35.6414629,139.6981712
"161","restaurant_ 161","Dining bar","Tokyo-to Meguro-ku Kamimeguro",35.6414629,139.6981712
"162","restaurant_ 162","Dining bar","Tokyo-to Meguro-ku Kamimeguro",35.6414629,139.6981712
"163","restaurant_ 163","Dining bar","Tokyo-to Meguro-ku Kamimeguro",35.6414629,139.6981712
"164","restaurant_ 164","Dining bar","Tokyo-to Meguro-ku Kamimeguro",35.6414629,139.6981712
"165","restaurant_ 165","Dining bar","Osaka-fu Osaka-shi Shinmachi",34.6762311,135.4860587
"166","restaurant_ 166","Dining bar","Osaka-fu Osaka-shi Shinmachi",34.6762311,135.4860587
"167","restaurant_ 167","Dining bar","Osaka-fu Osaka-shi Shinmachi",34.6762311,135.4860587
"168","restaurant_ 168","Dining bar","Tokyo-to Tachikawa-shi Izumicho",35.7140142,139.4078431
"169","restaurant_ 169","Dining bar","Tokyo-to Tachikawa-shi Izumicho",35.7140142,139.4078431
"170","restaurant_ 170","Dining bar","Tokyo-to Tachikawa-shi Izumicho",35.7140142,139.4078431
"171","restaurant_ 171","Dining bar","Shizuoka-ken Hamamatsu-shi Motoshirocho",34.7108955,137.7259397
"172","restaurant_ 172","Dining bar","Shizuoka-ken Hamamatsu-shi Motoshirocho",34.7108955,137.7259397
"173","restaurant_ 173","Dining bar","Shizuoka-ken Hamamatsu-shi Motoshirocho",34.7108955,137.7259397
"174","restaurant_ 174","Dining bar","Fukuoka-ken Kurume-shi Jonanmachi",33.3192865,130.5083735
"175","restaurant_ 175","Dining bar","Fukuoka-ken Kurume-shi Jonanmachi",33.3192865,130.5083735
"176","restaurant_ 176","Dining bar","Fukuoka-ken Kurume-shi Jonanmachi",33.3192865,130.5083735
"177","restaurant_ 177","Dining bar","Miyagi-ken Sendai-shi Kamisugi",38.2690761,140.8704029
"178","restaurant_ 178","Dining bar","Miyagi-ken Sendai-shi Kamisugi",38.2690761,140.8704029
"179","restaurant_ 179","Dining bar","Miyagi-ken Sendai-shi Kamisugi",38.2690761,140.8704029
"180","restaurant_ 180","Dining bar","Tokyo-to Machida-shi Morino",35.546631,139.4386186
"181","restaurant_ 181","Dining bar","Tokyo-to Machida-shi Morino",35.546631,139.4386186
"182","restaurant_ 182","Dining bar","Tokyo-to Machida-shi Morino",35.546631,139.4386186
"183","restaurant_ 183","Dining bar","Tokyo-to Machida-shi Morino",35.546631,139.4386186
"184","restaurant_ 184","Dining bar","Tokyo-to Minato-ku Akasaka",35.6749184,139.736775
"185","restaurant_ 185","Dining bar","Tokyo-to Minato-ku Akasaka",35.6749184,139.736775
"186","restaurant_ 186","Dining bar","Tokyo-to Musashino-shi Midoricho",35.7177841,139.56626
"187","restaurant_ 187","Dining bar","Tokyo-to Musashino-shi Midoricho",35.7177841,139.56626
"188","restaurant_ 188","Dining bar","Tokyo-to Chiyoda-ku Kudanminami",35.6940027,139.7535951
"189","restaurant_ 189","Dining bar","Tokyo-to Chiyoda-ku Kudanminami",35.6940027,139.7535951
"190","restaurant_ 190","Dining bar","Tokyo-to Nerima-ku Toyotamakita",35.7356234,139.6516577
"191","restaurant_ 191","Dining bar","Tokyo-to Nerima-ku Toyotamakita",35.7356234,139.6516577
"192","restaurant_ 192","Dining bar","Fukuoka-ken Kitakyushu-shi Otemachi",33.8808817,130.8734191
"193","restaurant_ 193","Dining bar","Fukuoka-ken Kitakyushu-shi Otemachi",33.8808817,130.8734191
"194","restaurant_ 194","Dining bar","Tokyo-to Toshima-ku Minamiikebukuro",35.7261178,139.7166049
"195","restaurant_ 195","Dining bar","Tokyo-to Toshima-ku Minamiikebukuro",35.7261178,139.7166049
"196","restaurant_ 196","Dining bar","Tokyo-to Shinagawa-ku Hiromachi",35.6092261,139.7301861
"197","restaurant_ 197","Dining bar","Tokyo-to Shinagawa-ku Hiromachi",35.6092261,139.7301861
"198","restaurant_ 198","Dining bar","Tokyo-to Shinagawa-ku Hiromachi",35.6092261,139.7301861
"199","restaurant_ 199","Dining bar","Osaka-fu Osaka-shi Nakanocho",34.7012792,135.5280905
"200","restaurant_ 200","Dining bar","Osaka-fu Osaka-shi Nakanocho",34.7012792,135.5280905
"201","restaurant_ 201","Dining bar","Tokyo-to Toshima-ku Sugamo",35.7379419,139.7310979
"202","restaurant_ 202","Dining bar","Tokyo-to Toshima-ku Sugamo",35.7379419,139.7310979
"203","restaurant_ 203","Dining bar","Tokyo-to Setagaya-ku Kitazawa",35.662665,139.6682677
"204","restaurant_ 204","Dining bar","Tokyo-to Setagaya-ku Kitazawa",35.662665,139.6682677
"205","restaurant_ 205","Dining bar","Hokkaido Sapporo-shi Kita 24 Jonishi",43.0908503,141.3408314
"206","restaurant_ 206","Dining bar","Hokkaido Sapporo-shi Kita 24 Jonishi",43.0908503,141.3408314
"207","restaurant_ 207","Dining bar","Fukuoka-ken Fukuoka-shi Tenjin",33.5902074,130.3976602
"208","restaurant_ 208","Dining bar","Fukuoka-ken Fukuoka-shi Tenjin",33.5902074,130.3976602
"209","restaurant_ 209","Dining bar","Fukuoka-ken Fukuoka-shi Takatori",33.5808273,130.3507639
"210","restaurant_ 210","Dining bar","Fukuoka-ken Fukuoka-shi Takatori",33.5808273,130.3507639
"211","restaurant_ 211","Yakiniku/Korean food","Hyogo-ken Kobe-shi Kumoidori",34.6951242,135.1978525
"212","restaurant_ 212","Yakiniku/Korean food","Hyogo-ken Kobe-shi Kumoidori",34.6951242,135.1978525
"213","restaurant_ 213","Yakiniku/Korean food","Fukuoka-ken Fukuoka-shi Daimyo",33.5892157,130.3928134
"214","restaurant_ 214","Yakiniku/Korean food","Fukuoka-ken Fukuoka-shi Daimyo",33.5892157,130.3928134
"215","restaurant_ 215","Yakiniku/Korean food","Fukuoka-ken Fukuoka-shi Daimyo",33.5892157,130.3928134
"216","restaurant_ 216","Yakiniku/Korean food","Hokkaido Sapporo-shi Atsubetsuchuo 1 Jo",43.0364075,141.4747892
"217","restaurant_ 217","Yakiniku/Korean food","Hokkaido Sapporo-shi Atsubetsuchuo 1 Jo",43.0364075,141.4747892
"218","restaurant_ 218","Yakiniku/Korean food","Osaka-fu Osaka-shi Ogimachi",34.7053617,135.5100252
"219","restaurant_ 219","Yakiniku/Korean food","Osaka-fu Osaka-shi Ogimachi",34.7053617,135.5100252
"220","restaurant_ 220","Yakiniku/Korean food","Tokyo-to Shibuya-ku Shibuya",35.6617773,139.7040506
"221","restaurant_ 221","Yakiniku/Korean food","Tokyo-to Shibuya-ku Shibuya",35.6617773,139.7040506
"222","restaurant_ 222","Yakiniku/Korean food","Tokyo-to Chuo-ku Ginza",35.6721142,139.7708253
"223","restaurant_ 223","Yakiniku/Korean food","Tokyo-to Chuo-ku Ginza",35.6721142,139.7708253
"224","restaurant_ 224","Yakiniku/Korean food","Miyagi-ken Sendai-shi Kamisugi",38.2690761,140.8704029
"225","restaurant_ 225","Yakiniku/Korean food","Miyagi-ken Sendai-shi Kamisugi",38.2690761,140.8704029
"226","restaurant_ 226","Yakiniku/Korean food","Miyagi-ken Sendai-shi Kamisugi",38.2690761,140.8704029
"227","restaurant_ 227","Yakiniku/Korean food","Hokkaido Sapporo-shi Minami 3 Jonishi",43.0554601,141.3409556
"228","restaurant_ 228","Yakiniku/Korean food","Hokkaido Sapporo-shi Minami 3 Jonishi",43.0554601,141.3409556
"229","restaurant_ 229","Yakiniku/Korean food","Hokkaido Sapporo-shi Minami 3 Jonishi",43.0554601,141.3409556
"230","restaurant_ 230","Yakiniku/Korean food","Hokkaido Abashiri-shi Minami 6 Johigashi",44.0206319,144.2733983
"231","restaurant_ 231","Yakiniku/Korean food","Hokkaido Abashiri-shi Minami 6 Johigashi",44.0206319,144.2733983
"232","restaurant_ 232","Yakiniku/Korean food","Osaka-fu Osaka-shi Kyutaromachi",34.6812614,135.5098009
"233","restaurant_ 233","Yakiniku/Korean food","Osaka-fu Osaka-shi Kyutaromachi",34.6812614,135.5098009
"234","restaurant_ 234","Cafe/Sweets","Hyogo-ken Kobe-shi Kumoidori",34.6951242,135.1978525
"235","restaurant_ 235","Cafe/Sweets","Hyogo-ken Kobe-shi Kumoidori",34.6951242,135.1978525
"236","restaurant_ 236","Cafe/Sweets","Tokyo-to Minato-ku Shibakoen",35.6580681,139.7515992
"237","restaurant_ 237","Cafe/Sweets","Tokyo-to Minato-ku Shibakoen",35.6580681,139.7515992
"238","restaurant_ 238","Cafe/Sweets","Tokyo-to Minato-ku Shibakoen",35.6580681,139.7515992
"239","restaurant_ 239","Cafe/Sweets","Fukuoka-ken Fukuoka-shi Daimyo",33.5892157,130.3928134
"240","restaurant_ 240","Cafe/Sweets","Fukuoka-ken Fukuoka-shi Daimyo",33.5892157,130.3928134
"241","restaurant_ 241","Cafe/Sweets","Fukuoka-ken Fukuoka-shi Daimyo",33.5892157,130.3928134
"242","restaurant_ 242","Cafe/Sweets","Fukuoka-ken Fukuoka-shi Daimyo",33.5892157,130.3928134
"243","restaurant_ 243","Cafe/Sweets","Fukuoka-ken Fukuoka-shi Daimyo",33.5892157,130.3928134
"244","restaurant_ 244","Cafe/Sweets","Fukuoka-ken Fukuoka-shi Daimyo",33.5892157,130.3928134
"245","restaurant_ 245","Cafe/Sweets","Fukuoka-ken Fukuoka-shi Daimyo",33.5892157,130.3928134
"246","restaurant_ 246","Cafe/Sweets","Fukuoka-ken Fukuoka-shi Daimyo",33.5892157,130.3928134
"247","restaurant_ 247","Cafe/Sweets","Fukuoka-ken Fukuoka-shi Daimyo",33.5892157,130.3928134
"248","restaurant_ 248","Cafe/Sweets","Fukuoka-ken Fukuoka-shi Daimyo",33.5892157,130.3928134
"249","restaurant_ 249","Cafe/Sweets","Fukuoka-ken Fukuoka-shi Daimyo",33.5892157,130.3928134
"250","restaurant_ 250","Cafe/Sweets","Fukuoka-ken Fukuoka-shi Daimyo",33.5892157,130.3928134
"251","restaurant_ 251","Cafe/Sweets","Fukuoka-ken Fukuoka-shi Daimyo",33.5892157,130.3928134
"252","restaurant_ 252","Cafe/Sweets","Fukuoka-ken Fukuoka-shi Daimyo",33.5892157,130.3928134
"253","restaurant_ 253","Cafe/Sweets","Fukuoka-ken Fukuoka-shi Daimyo",33.5892157,130.3928134
"254","restaurant_ 254","Cafe/Sweets","Fukuoka-ken Fukuoka-shi Daimyo",33.5892157,130.3928134
"255","restaurant_ 255","Cafe/Sweets","Fukuoka-ken Fukuoka-shi Daimyo",33.5892157,130.3928134
"256","restaurant_ 256","Cafe/Sweets","Fukuoka-ken Fukuoka-shi Daimyo",33.5892157,130.3928134
"257","restaurant_ 257","Cafe/Sweets","Fukuoka-ken Fukuoka-shi Daimyo",33.5892157,130.3928134
"258","restaurant_ 258","Cafe/Sweets","Fukuoka-ken Fukuoka-shi Daimyo",33.5892157,130.3928134
"259","restaurant_ 259","Cafe/Sweets","Fukuoka-ken Fukuoka-shi Daimyo",33.5892157,130.3928134
"260","restaurant_ 260","Cafe/Sweets","Fukuoka-ken Fukuoka-shi Daimyo",33.5892157,130.3928134
"261","restaurant_ 261","Cafe/Sweets","Fukuoka-ken Fukuoka-shi Daimyo",33.5892157,130.3928134
